HSN
42010000
4201000
42020000
42021190
42021140
42021150
42.02.12.20
42.02.12.30
42021230
42021250
42021220
42021240
42021210
42021290
42021280
42.02.12.00
42021200
42022190
42022140
42022110
42022120
42022240
42022210
42023190
42023120
42029200
42.02.92.00
42029900
42032910
42033000
42034090
42069000
42729090
44000000
44010000
44013900
44019300
44020000
44023300
44030000
44040000
44070000
44071090
44080000
44100000
44110000
44120000
44123190
44130000
44140000
44150000
44.15.20.00
42022000
44152000
44180000
44190000
44210000
44219014
47079000
48020000
48.04.59.00
48045900
4804590
48.05.19.00
48051900
4805190
48090000
48.10.19.90
48101990
48.10.99.00
48109900
4810990
48114100
48119000
48170000
48171000
48173090
48182000
48190000
48.19.10.90
48191090
48.19.10.10
48191010
48192090
48192000
48194000
48200000
48201090
48209090
48210000
48.21.10.20
48211020
48211010
48211090
48230000
48.23.20.00
48232000
4823200
48.23.69.00
48236900
4823690
48239019
49010000
49011020
49.01.99.00
49019900
4901990
49090000
49100000
49110000
49111010
49111090
49119990
49190000
52020000
52029100
52040000
52042090
52080000
52081110
53060000
54011000
54.01.20.00
54012000
5401200
54.02.11.10
54021110
54.06.00.20
54060020
54.06.00.10
54060010
54070000
54076190
54083416
55060000
55130000
55150000
56030000
56.03.11.00
56031100
5603110
57010000
57011000
57020000
57030000
57050022
57050000
57070000
58.06.10.00
58061000
5806100
58.06.20.00
58062000
5806200
58.06.32.00
58063200
5806320
59010000
59.02.10.10
59021010
59030000
59.03.10.90
59031090
59.03.20.90
59032090
59039090
59.03.90.20
59039020
59.06.10.00
59061000
5906100
59.06.91.90
59069190
59.06.99.20
59069920
59069990
59090000
59.11.10.00
59111000
5911100
59.11.20.00
59112000
5911200
59.11.90.90
59119090
60050000
60053500
60069000
60220000
61051090
61091000
61099010
61140000
61149090
61169200
62046110
62120000
62129090
62160010
63039990
63059000
63059090
63060000
63070000
63071090
63079090
63079020
63101020
64022010
64031990
64034000
64.03.51.10
64035110
64039110
65040000
65050000
65050090
66019900
68040000
68042110
68050000
68051090
68053000
68070000
68079090
68080000
68090000
68099000
68100000
68110000
68114020
68120000
68126011
68129100
68129922
68132010
69010000
69070000
69072200
69079090
69089020
69100000
69109000
69140000
69149000
70049019
70050000
70.06.00.00
70060000
70070000
70072900
70090000
70091090
70110000
70111010
70130000
70200000
70200019
71060000
71069290
71080000
71081200
72010000
72015090
72043000
72060000
72069099
72080000
72090000
72091890
72100000
72109090
72110000
72111490
72119090
72130000
72139990
72140000
72149990
72150000
72159090
72160000
72164000
72170000
72.17.90.99
72179099
72190000
72199090
72201129
72210000
72210090
72220000
72221111
72280000
72288090
73010000
73011000
73030000
73040000
73043111
73060000
73070000
73071900
73072900
73080000
73081000
73084000
73089010
73090000
73090090
73100000
73101090
73102990
73120000
73121030
73140000
73141910
73145000
73150000
73151290
73.15.90.00
73159000
7315900
73160000
73160090
73180000
73.18.12.00
73181200
7318120
73181500
73181590
73181600
73.18.21.00
73182100
731821000
7318210
73182300
73.18.29.90
73182990
73182900
73194090
73.19.90.00
73199000
7319900
73200000
73202000
73.20.90.90
73209090
73230000
73239390
73239990
73242900
73250000
73259910
73260000
73.26.90.99
73269099
73269010
73269091
74070000
74080000
74090000
74092100
74110000
74111000
74120000
74122019
74130000
74140000
74149090
74153390
74153910
76010000
76012090
76020090
76020000
76030000
76032000
76040000
76.04.10.39
76041039
76041010
76.04.29.10
76042910
76042990
76060000
76069190
76070000
76090000
76100000
76109020
76160000
76.16.10.00
76161000
7616100
76169100
76169990
79.07.00.90
79070090
80070000
80070090
81073000
81083000
81450000
82020000
82021020
82022000
82030000
82032000
82040000
82042000
82050000
82054000
82055190
82055990
82057000
82070000
82072000
82073000
82075000
82076090
82080000
82084000
82119390
82130000
82140000
82141090
82149010
83010000
83.01.10.00
83011000
8301100
83.01.10.10
83011010
83014090
83014010
83015000
83017000
83020000
83.02.10.10
83021010
8302100090
83021090
83022000
83023090
83024200
83026000
83040000
83050000
83.05.10.00
83051000
83052000
83060000
83070000
83079000
83080000
83.08.10.10
83081010
83.08.10.21
83081021
83.08.90.11
83089011
83089040
83099030
83100090
83100000
83100010
83111000
83160000
84000000
84020000
84090000
84091000
84099990
84120000
84122990
84123100
84128090
84129090
84130000
84133030
84137010
84138130
84139190
84139200
84140000
84145190
84145100
84145910
84145990
84149090
84149019
84150000
84151010
84151090
84186920
84198990
84210000
84211100
84211999
84212110
84212190
84212120
84212900
84213100
84219900
84220000
84222000
84238190
84240000
84241000
84248990
84249000
84250000
84270000
84279000
84280000
84282011
84282019
84289090
84310000
84314990
84349959
84410000
84419000
84430000
84433100
84433290
84439990
84439970
84439959
84483230
84520000
84522900
84523090
84529000
84529099
84529011
84595940
84602990
84612011
84620000
84629190
84629911
84639010
84659990
84660000
84663020
84663090
84663010
84670000
84671190
84672900
84678990
84679900
84680000
84689000
84710000
84713010
84713090
84716090
84717020
84719000
84721000
84729090
84730000
84733030
84733099
84770000
84771000
84772000
84775900
84778090
84779000
84790000
84796000
84798940
84798999
84799090
84801000
84804900
84807100
84807900
84810000
84812000
84813000
84818030
84818090
84818050
84819090
84820000
84821090
84823000
84828000
84829119
84830000
84831000
84834000
84836090
84836010
84839089
84839000
84840000
84842000
84849000
84879000
85010000
8501109990
85013120
85013119
85015210
85021100
85040000
85041000
85044090
85044030
85044040
85049090
85060000
85061000
85070000
85076000
85079090
85090000
85099000
85110000
85113020
85119000
85130000
85150000
85151100
85160000
85164000
85167200
85167990
85168000
85169000
85170000
85172200
85176100
85176200
85176290
85176950
85176990
85177099
85177090
85179090
85180000
85189000
85210000
85230000
85234160
85234930
85238020
85238050
85250000
85255010
85258090
85280000
85287211
85287218
85299000
85310000
85311020
85320000
85322500
85333910
85340000
85350000
85351090
85360000
85361060
85361010
85361090
85363000
85364900
85365020
85365090
85365015
85365010
85366190
85366910
85366990
85367000
85369090
85370000
85371000
85380000
85381010
85389000
85389091
85390000
85392100
85392190
85399090
85410000
85419000
85420000
85423100
85430000
85437029
85440000
85444291
85444292
85444299
85444999
85446090
85446020
85447090
85450000
85451100
85452000
85460000
85462011
85469090
85481090
86090000
86890000
87020000
87030000
87030021
87033291
87039090
87040000
87080000
87083000
87089900
87100000
87168010
87168090
90020000
90030000
90031900
90180000
90240000
90241000
90249000
90250000
90260000
90261090
90268090
90280000
90283090
90290000
90291090
90303310
90310000
90314900
90320000
90322090
90328100
90328910
90328990
91012900
91020000
91021100
91070000
94010000
94020000
94029090
94030000
94031090
94033090
94036000
94038900
94040000
94042910
94049099
94050000
94051090
94056090
94059900
94060099
94060000
94060019
94090000
94110000
94111100
95040000
95049090
95050000
95080000
96030000
96032100
96039000
96.06.10.10
96061010
96.06.10.20
96061020
96.06.30.90
96063090
96071110
96072000
96.07.20.00
9607200
96082000
96090000
96100000
96110000
96121090
96130000
96132000
96170013
96170011
96545700
97010000
97011090
98010019
98019090
99000000
99490000
99540000
99541300
99541900
99542400
99542500
99542900
99543200
99544200
99544400
99545700
99545900
99546100
99546200
99546300
99546900
99547300
99547600
99610000
99611100
99621100
99630000
99631100
99633100
99633200
99633300
99633400
99640000
99641100
99650000
99651000
99651100
99651130
99651900
99652200
99660000
99660100
99660200
99660300
99670000
99671300
99671900
99672900
99679100
99679900
99680000
99681200
99681900
99715600
99720000
99721100
99721200
99721300
99721400
99722100
99730000
99731300
99731600
99731900
99732300
99732900
99733100
99821400
99830000
99831100
99831200
99831300
99831400
998315000
99831600
99831900
99832000
99833300
99833800
99834400
99834600
99834900
99836100
99836200
99836300
99836400
99836500
99836600
99837100
99838400
99838600
99839300
99839700
99839900
99840000
99841400
99842100
99842200
99843400
99850000
99851100
99851300
99851900
99853100
99855100
99855500
99855900
99859600
99859900
99870000
99871100
99871300
99871500
99871600
99871700
99871900
99872400
99872700
99872900
99873300
99873600
99873900
99880000
99885200
99886000
99887300
99887700
99889800
99890000
99891200
99892000
99912600
99929300
99931200
99950000
99959900
99961200
99961300
99962100
99962200
99962900
99963100
99969100
99970000
99979200
99979900
3917
3919
39219023
3920
